(1, 'Mercedes', 'HJ302TI', 'giallo', 1200, 'Automatico', 10274),
(704, 'Mercedes', 'WV416AM', 'giallo', 1800, 'Automatico', 13488),
(705, 'Audi', 'ET329TM', 'grigio', 2400, 'Automatico', 67001),
(706, 'Toyota', 'XF409BD', 'rosa', 2200, 'Manuale', 17295),
(707, 'BMW', 'BO312BK', 'arancione', 2000, 'Automatico', 53977),
(708, 'BMW', 'CI916WF', 'blu', 2200, 'Manuale', 54826),
(709, 'Mercedes', 'PS226GF', 'rosso', 1200, 'Automatico', 64363),
(710, 'Toyota', 'SL426NY', 'blu', 1600, 'Automatico', 60816),
(711, 'Toyota', 'VD367LW', 'nero', 1400, 'Automatico', 47690),
(712, 'Audi', 'TB496VA', 'rosa', 2200, 'Manuale', 25274),
(713, 'Mercedes', 'YK790HU', 'giallo', 1600, 'Automatico', 25552),
(714, 'BMW', 'OQ983DA', 'nero', 1800, 'Manuale', 72388),
(715, 'Toyota', 'OJ365UI', 'grigio', 1600, 'Automatico', 40081),
(716, 'Mercedes', 'EZ591TD', 'nero', 2600, 'Manuale', 35147),
(717, 'Audi', 'CP337HW', 'blu', 2400, 'Automatico', 71245),
(718, 'Toyota', 'GQ808RT', 'blu', 1400, 'Manuale', 10962),
(719, 'Audi', 'PE514IO', 'viola', 2400, 'Manuale', 30770),
(720, 'Mercedes', 'QC883FK', 'blu', 2000, 'Automatico', 74886),
(721, 'BMW', 'EV117LH', 'viola', 1800, 'Manuale', 25780),
(722, 'Audi', 'IE813JY', 'giallo', 2200, 'Automatico', 36849),
(723, 'Toyota', 'VC266RM', 'blu', 2400, 'Automatico', 48232),
(724, 'Audi', 'FP337CZ', 'viola', 2000, 'Manuale', 75205),
(725, 'BMW', 'RI829WA', 'rosa', 2000, 'Automatico', 17791),
(726, 'Toyota', 'OX763SD', 'rosa', 1600, 'Automatico', 79479),
(727, 'Mercedes', 'PO584TY', 'grigio', 1400, 'Manuale', 65090),
(728, 'Toyota', 'IH983TZ', 'rosa', 1400, 'Automatico', 75047),
(729, 'Mercedes', 'MS315WD', 'verde', 2200, 'Manuale', 70469),
(730, 'Toyota', 'PL474ID', 'verde', 1800, 'Automatico', 22552),
(731, 'Audi', 'LZ426UP', 'verde', 1600, 'Automatico', 58400),
(732, 'Toyota', 'IH816VH', 'arancione', 1400, 'Automatico', 13188),
(733, 'Toyota', 'YO788FT', 'giallo', 1600, 'Automatico', 63532),
(734, 'Mercedes', 'SW491NR', 'verde', 2400, 'Automatico', 60837),
(735, 'Toyota', 'DU247NL', 'giallo', 1200, 'Manuale', 64972),
(736, 'Toyota', 'NX913AV', 'nero', 2600, 'Manuale', 58841),
(737, 'Audi', 'FB147VI', 'verde', 1800, 'Automatico', 36464),
(738, 'BMW', 'KQ892ZA', 'blu', 1600, 'Manuale', 33969),
(739, 'BMW', 'VF506EV', 'giallo', 1600, 'Manuale', 22928),
(740, 'Mercedes', 'YO607AO', 'verde', 2000, 'Manuale', 11692),
(741, 'BMW', 'RG696CH', 'giallo', 2400, 'Manuale', 59804),
(742, 'BMW', 'KF749AI', 'verde', 1800, 'Automatico', 17581),
(743, 'BMW', 'DX203AP', 'verde', 1800, 'Automatico', 67446),
(744, 'BMW', 'OM468XE', 'viola', 2400, 'Manuale', 67029),
(745, 'Audi', 'AP307DF', 'giallo', 2600, 'Manuale', 52031),
(746, 'Toyota', 'RJ387DM', 'giallo', 1800, 'Manuale', 20534),
(747, 'Mercedes', 'NB368RX', 'giallo', 1200, 'Manuale', 28019),
(748, 'Toyota', 'MN680BT', 'grigio', 2400, 'Manuale', 79294),
(749, 'BMW', 'DY531CP', 'giallo', 2600, 'Manuale', 16057),
(750, 'Mercedes', 'QX874VF', 'nero', 2200, 'Automatico', 77367),
(751, 'Mercedes', 'IH117UT', 'rosso', 1800, 'Manuale', 23645),
(752, 'Toyota', 'GM416SX', 'giallo', 1400, 'Automatico', 23415),
(753, 'Mercedes', 'NT621XU', 'marrone', 2200, 'Automatico', 23106),
(754, 'Mercedes', 'BT266WE', 'rosso', 2000, 'Automatico', 66899),
(755, 'Mercedes', 'VJ865AR', 'blu', 2000, 'Manuale', 63746),
(756, 'Audi', 'PR592PN', 'arancione', 1600, 'Automatico', 67126),
(757, 'Mercedes', 'IB124JJ', 'grigio', 2400, 'Automatico', 76962),
(758, 'Audi', 'NW787GT', 'grigio', 2200, 'Manuale', 64835),
(759, 'BMW', 'JZ709SB', 'marrone', 1600, 'Automatico', 69731),
(760, 'Toyota', 'NJ604MZ', 'rosso', 2600, 'Manuale', 61476),
(761, 'Audi', 'XQ502SY', 'rosso', 2000, 'Automatico', 53050),
(762, 'BMW', 'GL356EO', 'grigio', 1400, 'Manuale', 65489),
(763, 'BMW', 'LO450LY', 'rosso', 2000, 'Manuale', 74408),
(764, 'Audi', 'PR288UH', 'grigio', 2600, 'Automatico', 67866),
(765, 'Audi', 'SB811VC', 'blu', 2000, 'Automatico', 62437),
(766, 'Toyota', 'UE372FF', 'rosa', 2000, 'Automatico', 24801),
(767, 'Toyota', 'GC425ZM', 'grigio', 2000, 'Manuale', 42619),
(768, 'BMW', 'YA508TD', 'nero', 1200, 'Automatico', 37701),
(769, 'Mercedes', 'CO692SJ', 'nero', 1200, 'Manuale', 15182),
(770, 'Mercedes', 'NU510BJ', 'arancione', 1400, 'Automatico', 57710),
(771, 'Toyota', 'FM513WY', 'blu', 2000, 'Manuale', 65937),
(772, 'Audi', 'HC913CF', 'nero', 1600, 'Manuale', 69191),
(773, 'BMW', 'TB502CZ', 'marrone', 2400, 'Automatico', 57790),
(774, 'Audi', 'DD574WF', 'blu', 2200, 'Manuale', 54444),
(775, 'BMW', 'SR971NC', 'blu', 2400, 'Automatico', 33981),
(776, 'BMW', 'CD301PU', 'blu', 2600, 'Manuale', 36368),
(777, 'Audi', 'MI674EP', 'viola', 1400, 'Automatico', 79729),
(778, 'Toyota', 'TK410RX', 'rosa', 1600, 'Manuale', 75180),
(779, 'BMW', 'IE953QV', 'arancione', 2600, 'Automatico', 28032),
(780, 'Mercedes', 'XQ256EB', 'rosa', 2400, 'Automatico', 15977),
(781, 'Toyota', 'EM644CX', 'viola', 2000, 'Manuale', 27788),
(782, 'Toyota', 'LB739ET', 'giallo', 2200, 'Manuale', 56216),
(783, 'Toyota', 'PA827ZD', 'marrone', 2400, 'Manuale', 10621),
(784, 'BMW', 'KD222IO', 'grigio', 1600, 'Automatico', 26013),
(785, 'Mercedes', 'FW875MK', 'giallo', 2200, 'Automatico', 34145),
(786, 'Toyota', 'PP999PI', 'grigio', 1800, 'Manuale', 36797),
(787, 'BMW', 'VB810EH', 'arancione', 1800, 'Automatico', 29892),
(788, 'Mercedes', 'SY972UC', 'arancione', 2600, 'Automatico', 54678),
(789, 'Toyota', 'YD688AY', 'marrone', 1800, 'Automatico', 15282),
(790, 'Audi', 'DD121BF', 'blu', 1600, 'Automatico', 31549),
(791, 'Toyota', 'RV626PJ', 'marrone', 2000, 'Manuale', 59884),
(792, 'BMW', 'NO633CN', 'blu', 2200, 'Manuale', 16201),
(793, 'Audi', 'JY284IB', 'rosa', 1400, 'Manuale', 10773),
(794, 'Mercedes', 'CN634BJ', 'arancione', 1600, 'Manuale', 76579),
(795, 'Mercedes', 'UA866QV', 'verde', 2600, 'Manuale', 52653),
(796, 'BMW', 'WL765GI', 'verde', 2200, 'Automatico', 71614),
(797, 'BMW', 'TB704KH', 'rosso', 2000, 'Manuale', 66254),
(798, 'Mercedes', 'HJ790UV', 'blu', 2400, 'Automatico', 49327),
(799, 'BMW', 'BL431BQ', 'rosso', 2400, 'Automatico', 46014),
(800, 'BMW', 'TT736CZ', 'rosa', 2200, 'Manuale', 50806),
(801, 'Mercedes', 'EI511BP', 'blu', 2400, 'Automatico', 74343),
(802, 'Mercedes', 'MM992QT', 'arancione', 2000, 'Manuale', 32900),
(803, 'BMW', 'QN354KR', 'arancione', 2600, 'Manuale', 66398),
(804, 'Mercedes', 'MX741JY', 'arancione', 1200, 'Automatico', 69897),
(805, 'Audi', 'OG239XD', 'rosso', 2400, 'Manuale', 54006),
(806, 'Mercedes', 'FC527XI', 'viola', 1800, 'Manuale', 53149),
(807, 'Toyota', 'LC269MU', 'rosa', 2200, 'Automatico', 72172),
(808, 'Mercedes', 'IB239TR', 'blu', 2600, 'Manuale', 49322),
(809, 'Audi', 'BR690HY', 'blu', 1400, 'Automatico', 61021),
(810, 'Toyota', 'XV627QU', 'arancione', 1200, 'Manuale', 70272),
(811, 'Mercedes', 'BY698HG', 'rosa', 2200, 'Manuale', 42286),
(812, 'Mercedes', 'HU302NK', 'rosso', 2000, 'Automatico', 52129),
(813, 'Audi', 'KT689NM', 'viola', 1600, 'Manuale', 42880),
(814, 'Toyota', 'OY775KS', 'viola', 2000, 'Manuale', 17264),
(815, 'Mercedes', 'FR645AP', 'rosso', 2600, 'Automatico', 51566),
(816, 'Audi', 'UF191NU', 'nero', 1800, 'Manuale', 21636),
(817, 'BMW', 'CO962GS', 'rosso', 2400, 'Manuale', 74818),
(818, 'Toyota', 'QT743DT', 'blu', 2600, 'Manuale', 26880),
(819, 'Toyota', 'OA641VK', 'verde', 2200, 'Automatico', 79533),
(820, 'Mercedes', 'EZ216VT', 'nero', 1600, 'Manuale', 36662),
(821, 'BMW', 'WU324IB', 'rosa', 1200, 'Automatico', 45160),
(822, 'BMW', 'GJ317QY', 'rosa', 2200, 'Manuale', 27443),
(823, 'Audi', 'DM844BY', 'viola', 2400, 'Manuale', 73815),
(824, 'Mercedes', 'RU968EO', 'viola', 2000, 'Manuale', 27879),
(825, 'Mercedes', 'AE966GR', 'nero', 1800, 'Automatico', 26269),
(826, 'BMW', 'DE356PS', 'giallo', 2200, 'Manuale', 61146),
(827, 'Audi', 'TF325JZ', 'rosso', 2600, 'Manuale', 25160),
(828, 'Audi', 'YU228MT', 'verde', 1400, 'Automatico', 76733),
(829, 'Toyota', 'PK958BF', 'verde', 2600, 'Manuale', 10660),
(830, 'Mercedes', 'SM276WF', 'blu', 1400, 'Automatico', 39358),
(831, 'BMW', 'WY967ZX', 'grigio', 1800, 'Automatico', 27402),
(832, 'Audi', 'BG438IS', 'grigio', 1200, 'Automatico', 45697),
(833, 'BMW', 'VD555CK', 'rosa', 2400, 'Automatico', 18070),
(834, 'Audi', 'ZG630DZ', 'verde', 1400, 'Manuale', 79826),
(835, 'Audi', 'UO919JQ', 'verde', 1600, 'Manuale', 32099),
(836, 'Mercedes', 'LN371WL', 'giallo', 2200, 'Automatico', 56599),
(837, 'BMW', 'LQ815QE', 'viola', 1800, 'Manuale', 34564),
(838, 'Mercedes', 'EU239EL', 'viola', 1400, 'Automatico', 41050),
(839, 'Toyota', 'XY492CP', 'rosso', 2400, 'Manuale', 24473),
(840, 'Audi', 'TW136ND', 'verde', 2600, 'Manuale', 51365),
(841, 'Audi', 'YM958VK', 'giallo', 1600, 'Manuale', 29829),
(842, 'Audi', 'PU192EV', 'marrone', 2600, 'Automatico', 74848),
(843, 'Toyota', 'XE466ZM', 'rosa', 2400, 'Manuale', 11507),
(844, 'Toyota', 'ET642QE', 'viola', 2400, 'Manuale', 43858),
(845, 'Toyota', 'IA856QD', 'blu', 1400, 'Manuale', 37631),
(846, 'Toyota', 'JY511DC', 'verde', 1600, 'Manuale', 23965),
(847, 'Toyota', 'JS875RQ', 'arancione', 2200, 'Manuale', 49147),
(848, 'BMW', 'MW990KD', 'rosso', 1600, 'Manuale', 33441),
(849, 'Mercedes', 'TT181NG', 'nero', 1600, 'Manuale', 53078),
(850, 'Toyota', 'DO512RT', 'rosso', 2400, 'Manuale', 56274),
(851, 'Mercedes', 'NJ182BE', 'marrone', 1800, 'Automatico', 24191),
(852, 'BMW', 'TV351UO', 'grigio', 2000, 'Automatico', 57979),
(853, 'Mercedes', 'LF835FM', 'marrone', 1200, 'Manuale', 25900),
(854, 'Toyota', 'PZ675DB', 'verde', 2600, 'Automatico', 35454),
(855, 'Mercedes', 'HH885EG', 'arancione', 2400, 'Manuale', 78050),
(856, 'Mercedes', 'MO466ED', 'nero', 2000, 'Manuale', 32145),
(857, 'Toyota', 'JG350QX', 'marrone', 2000, 'Automatico', 65462),
(858, 'BMW', 'BP338ZW', 'nero', 2600, 'Manuale', 37269),
(859, 'Toyota', 'QR320MH', 'arancione', 1200, 'Manuale', 59061),
(860, 'Toyota', 'CL346LO', 'viola', 2400, 'Manuale', 39402),
(861, 'Toyota', 'KP389KQ', 'marrone', 2200, 'Manuale', 26858),
(862, 'Audi', 'RD322UB', 'marrone', 2400, 'Automatico', 23334),
(863, 'Mercedes', 'FU897FF', 'viola', 2200, 'Manuale', 41323),
(864, 'Toyota', 'CN814IO', 'rosso', 2400, 'Automatico', 35233),
(865, 'Mercedes', 'FY153TM', 'giallo', 1400, 'Automatico', 69560),
(866, 'Mercedes', 'CL341QS', 'viola', 1400, 'Automatico', 78265),
(867, 'BMW', 'CA646SR', 'rosso', 2600, 'Automatico', 76646),
(868, 'Toyota', 'LC824VZ', 'rosa', 1400, 'Automatico', 11261),
(869, 'Mercedes', 'CP928EP', 'blu', 2600, 'Manuale', 39810),
(870, 'Audi', 'FX223GF', 'grigio', 2000, 'Automatico', 54456),
(871, 'Audi', 'NO638BE', 'verde', 2000, 'Automatico', 43287),
(872, 'Mercedes', 'IS665PS', 'viola', 1400, 'Manuale', 78556),
(873, 'Mercedes', 'AX176ZQ', 'verde', 2000, 'Manuale', 66547),
(874, 'Toyota', 'SM885AX', 'blu', 2000, 'Manuale', 70242),
(875, 'Mercedes', 'QP764AX', 'grigio', 2600, 'Automatico', 79292),
(876, 'Mercedes', 'LG460FO', 'viola', 2400, 'Manuale', 71138),
(877, 'Toyota', 'DE966TX', 'grigio', 2000, 'Manuale', 45807),
(878, 'Audi', 'ZQ366HY', 'viola', 1600, 'Automatico', 22623),
(879, 'Audi', 'NX462WW', 'verde', 1200, 'Automatico', 11378),
(880, 'Audi', 'LQ162PO', 'verde', 1800, 'Manuale', 21072),
(881, 'Toyota', 'KM281NE', 'marrone', 1800, 'Automatico', 73642),
(882, 'Toyota', 'DM118GU', 'blu', 2000, 'Manuale', 77460),
(883, 'Toyota', 'IB993GG', 'rosa', 1600, 'Manuale', 69779),
(884, 'Toyota', 'BT933ZE', 'nero', 1400, 'Manuale', 54169),
(885, 'Audi', 'FH507ET', 'verde', 2000, 'Manuale', 27614),
(886, 'Audi', 'NT384WO', 'nero', 1400, 'Automatico', 56274),
(887, 'Audi', 'HJ338BW', 'marrone', 1800, 'Automatico', 51752),
(888, 'BMW', 'RV286PK', 'viola', 1400, 'Manuale', 52182),
(889, 'BMW', 'RT784EO', 'verde', 1400, 'Manuale', 78944),
(890, 'Mercedes', 'FW495YH', 'viola', 1400, 'Automatico', 41998),
(891, 'Mercedes', 'KP826AQ', 'verde', 1800, 'Automatico', 56103),
(892, 'Audi', 'PN669AT', 'verde', 1800, 'Automatico', 74492),
(893, 'Audi', 'TR992ES', 'rosa', 2200, 'Automatico', 36345),
(894, 'BMW', 'BZ937QT', 'blu', 2000, 'Manuale', 25561),
(895, 'BMW', 'QR453YB', 'rosso', 1400, 'Automatico', 20519),
(896, 'BMW', 'WT635UJ', 'nero', 1800, 'Manuale', 62069),
(897, 'BMW', 'JU201FQ', 'grigio', 1200, 'Automatico', 50796),
(898, 'Audi', 'CE151CX', 'grigio', 2600, 'Manuale', 24433),
(899, 'Mercedes', 'HS343TH', 'verde', 2600, 'Automatico', 49365),
(900, 'Toyota', 'EG906XY', 'giallo', 1400, 'Automatico', 61835),
(901, 'BMW', 'MP350LW', 'blu', 2000, 'Automatico', 31319),
(902, 'Mercedes', 'DL113RE', 'viola', 1400, 'Manuale', 19463),
(903, 'Mercedes', 'XL654PJ', 'arancione', 1800, 'Manuale', 59083),
(904, 'BMW', 'JX966JL', 'arancione', 1800, 'Automatico', 53097),
(905, 'Mercedes', 'FJ210BP', 'grigio', 1600, 'Automatico', 64594),
(906, 'Audi', 'PJ426MW', 'giallo', 1800, 'Manuale', 47047),
(907, 'BMW', 'DW728KZ', 'marrone', 1400, 'Manuale', 55610),
(908, 'Mercedes', 'XM377LN', 'rosso', 1800, 'Automatico', 70490),
(909, 'BMW', 'UE976IO', 'giallo', 2000, 'Automatico', 14662),
(910, 'Toyota', 'RC111MC', 'verde', 2000, 'Manuale', 33092),
(911, 'BMW', 'ZM382DB', 'giallo', 1400, 'Manuale', 14722),
(912, 'BMW', 'MH127ZC', 'giallo', 1400, 'Manuale', 27381),
(913, 'Audi', 'LV884IX', 'rosa', 1400, 'Manuale', 71801),
(914, 'Toyota', 'GD521AK', 'arancione', 1400, 'Manuale', 25261),
(915, 'Audi', 'NF754VZ', 'nero', 2200, 'Automatico', 19633),
(916, 'Mercedes', 'TY426JF', 'nero', 1400, 'Manuale', 23796),
(917, 'Mercedes', 'DU245EI', 'grigio', 1200, 'Manuale', 70698),
(918, 'Mercedes', 'UC728AT', 'viola', 2000, 'Manuale', 10698),
(919, 'BMW', 'KH533BH', 'rosso', 1800, 'Manuale', 52874),
(920, 'Mercedes', 'LV635XJ', 'rosa', 1200, 'Manuale', 43595),
(921, 'Audi', 'LP929FK', 'blu', 1400, 'Automatico', 44913),
(922, 'Toyota', 'GI797MZ', 'giallo', 2600, 'Automatico', 47247),
(923, 'Audi', 'VE500OT', 'verde', 1800, 'Manuale', 56296),
(924, 'Mercedes', 'RM500UT', 'rosa', 2400, 'Manuale', 66002),
(925, 'Audi', 'YK461RQ', 'rosso', 2000, 'Manuale', 25927),
(926, 'BMW', 'MP139DI', 'arancione', 1200, 'Manuale', 46832),
(927, 'Mercedes', 'HV750EF', 'blu', 2600, 'Automatico', 70207),
(928, 'Mercedes', 'ZI931FA', 'rosso', 2000, 'Manuale', 31407),
(929, 'Mercedes', 'YV796OJ', 'grigio', 2400, 'Manuale', 21512),
(930, 'Mercedes', 'IO814KH', 'arancione', 2000, 'Automatico', 44119),
(931, 'Mercedes', 'XX251PE', 'nero', 1200, 'Automatico', 37566),
(932, 'Mercedes', 'YO494BW', 'blu', 1600, 'Manuale', 75444),
(933, 'Mercedes', 'WB565YV', 'arancione', 2200, 'Automatico', 73511),
(934, 'Toyota', 'RC360OO', 'marrone', 2000, 'Automatico', 27337),
(935, 'Audi', 'UB169PV', 'grigio', 1600, 'Manuale', 35593),
(936, 'BMW', 'KT579JJ', 'arancione', 2200, 'Automatico', 49915),
(937, 'Toyota', 'RE162MZ', 'grigio', 1600, 'Manuale', 17475),
(938, 'Mercedes', 'RZ942RH', 'blu', 2600, 'Automatico', 49239),
(939, 'Audi', 'YQ976OF', 'nero', 2200, 'Automatico', 74036),
(940, 'Mercedes', 'ID555IK', 'verde', 1400, 'Automatico', 15919),
(941, 'Toyota', 'YM969RK', 'giallo', 2000, 'Manuale', 34323),
(942, 'Audi', 'DX952QD', 'marrone', 2200, 'Automatico', 50280),
(943, 'Mercedes', 'DL616FG', 'grigio', 2400, 'Automatico', 23230),
(944, 'Mercedes', 'IO881KI', 'rosso', 2200, 'Automatico', 33237),
(945, 'Audi', 'PX778UE', 'arancione', 2400, 'Manuale', 60257),
(946, 'Audi', 'TZ493YB', 'blu', 1800, 'Automatico', 65360),
(947, 'Toyota', 'AA197FN', 'marrone', 2400, 'Automatico', 67766),
(948, 'Audi', 'XJ845GD', 'viola', 1200, 'Automatico', 19199),
(949, 'BMW', 'FN120UL', 'marrone', 2000, 'Automatico', 70265),
(950, 'Audi', 'SI752ZY', 'rosso', 1800, 'Manuale', 18354),
(951, 'BMW', 'BH919MH', 'rosso', 1800, 'Automatico', 16783),
(952, 'BMW', 'JJ258SO', 'marrone', 1600, 'Automatico', 30235),
(953, 'BMW', 'DA425US', 'marrone', 1800, 'Manuale', 21131),
(954, 'Mercedes', 'LS499YP', 'nero', 2000, 'Automatico', 26650),
(955, 'BMW', 'RZ321EV', 'arancione', 2400, 'Manuale', 59422),
(956, 'Toyota', 'XF382HK', 'rosso', 1600, 'Automatico', 35781),
(957, 'Audi', 'FM681IB', 'nero', 2400, 'Automatico', 38350),
(958, 'Mercedes', 'FF639JX', 'rosa', 1800, 'Automatico', 65440),
(959, 'Audi', 'XR233OF', 'rosa', 1600, 'Manuale', 58869),
(960, 'BMW', 'SN588PH', 'grigio', 2200, 'Automatico', 44587),
(961, 'Mercedes', 'MD296GP', 'marrone', 2000, 'Manuale', 40102),
(962, 'BMW', 'SV241EO', 'verde', 1800, 'Automatico', 26458),
(963, 'Audi', 'HJ592WF', 'viola', 1800, 'Manuale', 75592),
(964, 'BMW', 'KO629EW', 'verde', 2000, 'Manuale', 36643),
(965, 'Audi', 'FE975NB', 'marrone', 1600, 'Manuale', 53283),
(966, 'Toyota', 'RE445IB', 'arancione', 1200, 'Automatico', 76693),
(967, 'Audi', 'RX921FT', 'marrone', 1200, 'Automatico', 35795),
(968, 'Toyota', 'OX434YW', 'giallo', 1800, 'Manuale', 74169),
(969, 'Mercedes', 'MM986RC', 'verde', 2600, 'Manuale', 75046),
(970, 'Mercedes', 'QP538AY', 'giallo', 2000, 'Automatico', 78450),
(971, 'Mercedes', 'TT848OP', 'rosso', 1400, 'Manuale', 37092),
(972, 'Toyota', 'UL248VN', 'grigio', 2000, 'Automatico', 10663),
(973, 'BMW', 'IW658HD', 'nero', 1200, 'Manuale', 57779),
(974, 'Mercedes', 'JS473YU', 'rosa', 2000, 'Manuale', 78213),
(975, 'Mercedes', 'AR645PM', 'marrone', 1800, 'Automatico', 41655),
(976, 'Mercedes', 'VW999UA', 'giallo', 2600, 'Automatico', 18474),
(977, 'BMW', 'CF470KS', 'viola', 2000, 'Manuale', 21212),
(978, 'BMW', 'VY732NR', 'rosa', 2200, 'Manuale', 30954),
(979, 'Mercedes', 'FQ578QR', 'viola', 1400, 'Automatico', 14640),
(980, 'Audi', 'GT930DJ', 'grigio', 1600, 'Manuale', 16330),
(981, 'Mercedes', 'OY959MC', 'viola', 2000, 'Automatico', 58490),
(982, 'BMW', 'LH932NH', 'rosa', 2400, 'Manuale', 52936),
(983, 'BMW', 'UW417IN', 'rosso', 2600, 'Automatico', 47574),
(984, 'Toyota', 'FX461GV', 'blu', 1600, 'Automatico', 53001),
(985, 'Toyota', 'NF121ZT', 'giallo', 2200, 'Manuale', 12650),
(986, 'Toyota', 'NO115EQ', 'blu', 1600, 'Automatico', 44924),
(987, 'Audi', 'VZ506JX', 'grigio', 1600, 'Manuale', 26457),
(988, 'Audi', 'JC839BI', 'viola', 1600, 'Manuale', 15376),
(989, 'Mercedes', 'GP417RI', 'nero', 2000, 'Manuale', 54990),
(990, 'BMW', 'MU596JU', 'giallo', 2600, 'Automatico', 72627),
(991, 'Audi', 'TV299AD', 'blu', 2400, 'Automatico', 19162),
(992, 'Mercedes', 'OV723TD', 'arancione', 1400, 'Manuale', 40122),
(993, 'Toyota', 'FR529RE', 'rosso', 2000, 'Automatico', 29295),
(994, 'Toyota', 'FT575PV', 'viola', 1200, 'Automatico', 38747),
(995, 'Toyota', 'SD461TQ', 'blu', 1800, 'Manuale', 10841),
(996, 'Mercedes', 'CE575PF', 'giallo', 1200, 'Manuale', 56070),
(997, 'Mercedes', 'GH505JN', 'grigio', 2600, 'Manuale', 66118),
(998, 'Mercedes', 'QX556NZ', 'grigio', 2600, 'Automatico', 72668),
(999, 'Audi', 'DW579KF', 'viola', 2400, 'Manuale', 49193),
(1000, 'Audi', 'QG787LG', 'grigio', 1400, 'Automatico', 59998),
(1001, 'Audi', 'ES696GP', 'arancione', 2000, 'Automatico', 26995),
(1002, 'Toyota', 'IF821OC', 'giallo', 2400, 'Automatico', 11854),
(1003, 'BMW', 'FE535ZQ', 'rosa', 2200, 'Automatico', 26291),
(1004, 'BMW', 'HH240ZA', 'nero', 2200, 'Automatico', 49094),
(1005, 'Toyota', 'WT454TN', 'arancione', 2400, 'Automatico', 11983),
(1006, 'Audi', 'IG126PC', 'arancione', 2200, 'Automatico', 66637),
(1007, 'Audi', 'QZ281XA', 'marrone', 2200, 'Automatico', 39258),
(1008, 'BMW', 'KP186QP', 'rosa', 1200, 'Automatico', 71706),
(1009, 'Mercedes', 'LB960XT', 'grigio', 1800, 'Automatico', 53369),
(1010, 'Mercedes', 'QN348WS', 'rosso', 1400, 'Automatico', 23348),
(1011, 'Audi', 'VT947LA', 'rosso', 2400, 'Automatico', 27930),
(1012, 'Toyota', 'XO169MR', 'arancione', 2600, 'Automatico', 24988),
(1013, 'Toyota', 'MX508MV', 'viola', 1400, 'Manuale', 30396),
(1014, 'Mercedes', 'RJ475PK', 'viola', 1600, 'Manuale', 36905),
(1015, 'BMW', 'RT452MK', 'rosso', 1200, 'Manuale', 77066),
(1016, 'Audi', 'LJ192GA', 'rosa', 1800, 'Automatico', 49662),
(1017, 'BMW', 'SY926ZP', 'marrone', 2600, 'Manuale', 74595),
(1018, 'Mercedes', 'VE655LH', 'grigio', 1400, 'Automatico', 59916),
(1019, 'Audi', 'MB629TR', 'grigio', 1600, 'Automatico', 65353),
(1020, 'Mercedes', 'EZ559NU', 'rosa', 2000, 'Automatico', 35697),
(1021, 'Toyota', 'AT202YO', 'grigio', 1800, 'Manuale', 14888),
(1022, 'Audi', 'PA815LK', 'rosso', 2200, 'Manuale', 35000),
(1023, 'Mercedes', 'CS331PF', 'marrone', 1800, 'Automatico', 15471),
(1024, 'Audi', 'LP741GF', 'arancione', 1400, 'Manuale', 19940),
(1025, 'Mercedes', 'EH249LA', 'rosa', 2200, 'Manuale', 54360),
(1026, 'Mercedes', 'JF780BO', 'blu', 2000, 'Automatico', 60815),
(1027, 'Audi', 'JE788IC', 'arancione', 2600, 'Manuale', 40330),
(1028, 'Mercedes', 'TK374EG', 'verde', 2600, 'Automatico', 78216),
(1029, 'Audi', 'IZ961UB', 'arancione', 1800, 'Automatico', 62438),
(1030, 'Toyota', 'VY845VT', 'blu', 1400, 'Automatico', 20551),
(1031, 'Toyota', 'IX474QW', 'giallo', 1400, 'Manuale', 41647),
(1032, 'Mercedes', 'SD492KI', 'grigio', 1400, 'Automatico', 43704),
(1033, 'BMW', 'SV187WS', 'viola', 1600, 'Automatico', 17282),
(1034, 'Mercedes', 'AM682PU', 'arancione', 2000, 'Automatico', 52820),
(1035, 'Audi', 'PA700PH', 'arancione', 1800, 'Automatico', 39149),
(1036, 'Toyota', 'ET656MK', 'rosa', 1600, 'Manuale', 24863),
(1037, 'Audi', 'EG646GG', 'viola', 2200, 'Manuale', 45945),
(1038, 'BMW', 'LF197KW', 'rosso', 1600, 'Automatico', 52995),
(1039, 'Mercedes', 'QN213JQ', 'marrone', 1800, 'Manuale', 28677),
(1040, 'BMW', 'UZ223OV', 'blu', 2600, 'Manuale', 63950),
(1041, 'BMW', 'LS768AV', 'arancione', 1800, 'Manuale', 36377),
(1042, 'Mercedes', 'PU248ZS', 'grigio', 2600, 'Manuale', 63793),
(1043, 'Toyota', 'OQ120RJ', 'rosso', 2600, 'Manuale', 52221),
(1044, 'Mercedes', 'IO406SO', 'arancione', 2400, 'Automatico', 11118),
(1045, 'Audi', 'PT828AJ', 'viola', 1600, 'Manuale', 50321),
(1046, 'Mercedes', 'AU642ZU', 'giallo', 1800, 'Automatico', 46964),
(1047, 'Toyota', 'PS668MU', 'grigio', 2600, 'Automatico', 37329),
(1048, 'Audi', 'QO746FI', 'nero', 1200, 'Automatico', 59267),
(1049, 'Toyota', 'MC116YG', 'rosa', 2600, 'Automatico', 49013),
(1050, 'Toyota', 'QS110RI', 'grigio', 1600, 'Manuale', 47921),
(1051, 'Toyota', 'ZE567EI', 'grigio', 1400, 'Manuale', 67922),
(1052, 'Audi', 'FU286QK', 'verde', 2600, 'Automatico', 49955),
(1053, 'Toyota', 'RW480YD', 'nero', 1200, 'Automatico', 49237),
