(1, 'Mercedes', 'CJ842SJ', 'grigio', 2000, 'Automatico', 34865),
(703, 'Toyota', 'TC274SD', 'arancione', 1800, 'Automatico', 19586),
(704, 'BMW', 'HI522XE', 'blu', 2200, 'Automatico', 37833),
(705, 'BMW', 'MM799VU', 'verde', 1200, 'Automatico', 7654),
(706, 'Audi', 'MO623XQ', 'viola', 2600, 'Automatico', 11848),
(707, 'Mercedes', 'ZW663UI', 'rosa', 2200, 'Automatico', 32576),
(708, 'Toyota', 'CC788FN', 'rosa', 2200, 'Manuale', 37516),
(709, 'Toyota', 'DJ615VX', 'giallo', 1600, 'Manuale', 24875),
(710, 'Toyota', 'DA765CW', 'blu', 2400, 'Automatico', 30106),
(711, 'BMW', 'PG463KF', 'grigio', 2400, 'Manuale', 16045),
(712, 'Mercedes', 'CL480HM', 'nero', 1200, 'Automatico', 12289),
(713, 'Toyota', 'PT301AG', 'marrone', 1200, 'Automatico', 32927),
(714, 'BMW', 'MG402IR', 'viola', 1200, 'Automatico', 17556),
(715, 'BMW', 'JX870AM', 'nero', 1600, 'Automatico', 26411),
(716, 'Mercedes', 'GW392ZV', 'verde', 1600, 'Manuale', 22669),
(717, 'Mercedes', 'JZ293HJ', 'blu', 2400, 'Manuale', 10591),
(718, 'Toyota', 'WM927HZ', 'rosso', 2000, 'Manuale', 2556),
(719, 'BMW', 'FX566RG', 'arancione', 2400, 'Manuale', 35476),
(720, 'Mercedes', 'NC521DC', 'rosa', 2200, 'Automatico', 39316),
(721, 'Toyota', 'KU158OJ', 'marrone', 2400, 'Manuale', 3497),
(722, 'Toyota', 'FJ499RT', 'rosa', 2600, 'Automatico', 21649),
(723, 'BMW', 'BA351PH', 'blu', 1400, 'Automatico', 14717),
(724, 'Toyota', 'ZE744KE', 'giallo', 2200, 'Automatico', 22618),
(725, 'Mercedes', 'MK831ET', 'arancione', 1800, 'Manuale', 25873),
(726, 'BMW', 'HV355GK', 'marrone', 1400, 'Manuale', 36445),
(727, 'Audi', 'SW602VQ', 'rosso', 1200, 'Manuale', 9498),
(728, 'Audi', 'NK230XA', 'marrone', 2600, 'Manuale', 35887),
(729, 'BMW', 'IL427PR', 'blu', 2600, 'Manuale', 11329),
(730, 'BMW', 'IV702PF', 'blu', 1600, 'Manuale', 18041),
(731, 'Toyota', 'IZ334AA', 'rosa', 1800, 'Manuale', 2375),
(732, 'Audi', 'LU277IO', 'blu', 1400, 'Manuale', 7178),
(733, 'BMW', 'RH572OW', 'rosa', 2600, 'Manuale', 2241),
(734, 'Toyota', 'TZ273RI', 'nero', 2600, 'Automatico', 23023),
(735, 'Mercedes', 'NM846JI', 'marrone', 1400, 'Automatico', 29913),
(736, 'Toyota', 'VN426YJ', 'rosso', 2000, 'Manuale', 31361),
(737, 'Mercedes', 'KN785OI', 'viola', 1400, 'Manuale', 22750),
(738, 'BMW', 'YW255JO', 'blu', 2600, 'Automatico', 37944),
(739, 'Audi', 'BI643YF', 'nero', 1200, 'Automatico', 27051),
(740, 'Toyota', 'ZZ320PU', 'marrone', 1400, 'Automatico', 33461),
(741, 'Mercedes', 'SJ951QA', 'nero', 1800, 'Automatico', 16307),
(742, 'BMW', 'SG877BW', 'nero', 2200, 'Manuale', 7197),
(743, 'Audi', 'AT138ON', 'marrone', 2400, 'Automatico', 35377),
(744, 'BMW', 'XL327VO', 'giallo', 2200, 'Automatico', 37650),
(745, 'Toyota', 'ZY219CJ', 'grigio', 2400, 'Manuale', 22917),
(746, 'BMW', 'VF412SM', 'rosso', 1800, 'Manuale', 36928),
(747, 'BMW', 'CB961JB', 'blu', 2200, 'Automatico', 26062),
(748, 'Audi', 'JQ281WT', 'blu', 1800, 'Manuale', 19807),
(749, 'BMW', 'QA745MZ', 'arancione', 2200, 'Manuale', 36067),
(750, 'Toyota', 'AT546AH', 'verde', 1800, 'Manuale', 10198),
(751, 'Mercedes', 'BQ679UO', 'marrone', 2200, 'Manuale', 6987),
(752, 'Mercedes', 'FK366HS', 'blu', 2600, 'Manuale', 22352),
(753, 'Audi', 'WH656HV', 'blu', 2200, 'Automatico', 22996),
(754, 'Mercedes', 'KZ121NS', 'giallo', 1400, 'Automatico', 6769),
(755, 'Mercedes', 'LX485SO', 'giallo', 2200, 'Automatico', 18632),
(756, 'Mercedes', 'QL360FN', 'giallo', 2200, 'Automatico', 6967),
(757, 'Toyota', 'EV721ZQ', 'viola', 1800, 'Manuale', 10742),
(758, 'BMW', 'QM231HO', 'rosso', 2600, 'Automatico', 11343),
(759, 'Audi', 'IC128WN', 'arancione', 1200, 'Automatico', 3332),
(760, 'Toyota', 'HH458FO', 'grigio', 1200, 'Automatico', 13618),
(761, 'Toyota', 'JJ891JM', 'arancione', 1200, 'Manuale', 13869),
(762, 'Mercedes', 'GV340DC', 'giallo', 1200, 'Manuale', 30098),
(763, 'BMW', 'ES157OB', 'viola', 2400, 'Manuale', 19417),
(764, 'Mercedes', 'NC654JT', 'blu', 2000, 'Automatico', 14752),
(765, 'Audi', 'XC376ON', 'marrone', 1600, 'Manuale', 29059),
(766, 'BMW', 'LI716YH', 'rosso', 2200, 'Manuale', 8354),
(767, 'Mercedes', 'WL927RL', 'marrone', 2400, 'Manuale', 4794),
(768, 'Toyota', 'JT222SH', 'grigio', 1600, 'Manuale', 12246),
(769, 'BMW', 'YB398XD', 'rosa', 2200, 'Manuale', 23614),
(770, 'Mercedes', 'FV581AF', 'verde', 1400, 'Automatico', 19328),
(771, 'Audi', 'OQ998JA', 'blu', 2600, 'Automatico', 39572),
(772, 'Mercedes', 'AF303OH', 'rosso', 1600, 'Automatico', 36195),
(773, 'BMW', 'BS746IX', 'grigio', 2200, 'Manuale', 30980),
(774, 'Toyota', 'FB725AE', 'verde', 1400, 'Automatico', 8056),
(775, 'BMW', 'YV949ZZ', 'nero', 2200, 'Automatico', 24087),
(776, 'BMW', 'EZ754AY', 'rosso', 1200, 'Automatico', 12840),
(777, 'Mercedes', 'VV806MY', 'arancione', 1600, 'Automatico', 38916),
(778, 'BMW', 'EX507TI', 'nero', 1200, 'Automatico', 27249),
(779, 'Mercedes', 'TD705TS', 'rosso', 1800, 'Manuale', 8484),
(780, 'Mercedes', 'VE874KQ', 'grigio', 2400, 'Automatico', 36170),
(781, 'Audi', 'EM730YX', 'marrone', 2600, 'Automatico', 2057),
(782, 'Mercedes', 'GD148VT', 'verde', 1200, 'Automatico', 18358),
(783, 'Mercedes', 'NV538AV', 'blu', 2400, 'Manuale', 32825),
(784, 'BMW', 'SG501ZE', 'arancione', 2000, 'Manuale', 16464),
(785, 'Mercedes', 'NQ369CG', 'grigio', 2200, 'Automatico', 24339),
(786, 'Toyota', 'CN581QV', 'marrone', 2400, 'Automatico', 20143),
(787, 'Audi', 'ZU444OL', 'nero', 1400, 'Automatico', 7150),
(788, 'Toyota', 'JG542IU', 'rosso', 2400, 'Automatico', 23141),
(789, 'Audi', 'ME667VH', 'rosso', 2200, 'Manuale', 34692),
(790, 'Audi', 'OY778NJ', 'viola', 2200, 'Automatico', 6762),
(791, 'Toyota', 'GH267YT', 'giallo', 2000, 'Automatico', 24900),
(792, 'Toyota', 'JC423JN', 'viola', 1600, 'Manuale', 26052),
(793, 'Toyota', 'NF162HG', 'grigio', 1800, 'Automatico', 25812),
(794, 'Mercedes', 'YL789DJ', 'arancione', 2400, 'Manuale', 34630),
(795, 'BMW', 'DK910JC', 'verde', 2400, 'Manuale', 32880),
(796, 'BMW', 'YV613YK', 'arancione', 2600, 'Manuale', 36699),
(797, 'Mercedes', 'UG504ZZ', 'verde', 1400, 'Manuale', 6342),
(798, 'BMW', 'US892UZ', 'rosso', 2600, 'Automatico', 38126),
(799, 'Toyota', 'DS705HY', 'grigio', 2200, 'Automatico', 14157),
(800, 'Mercedes', 'GH372PL', 'nero', 2000, 'Manuale', 33368),
(801, 'Mercedes', 'AM709MH', 'verde', 1800, 'Manuale', 24959),
(802, 'Audi', 'FD397AT', 'grigio', 1400, 'Manuale', 19004),
(803, 'Audi', 'NK666QT', 'rosa', 2600, 'Automatico', 22668),
(804, 'BMW', 'OA846LS', 'nero', 2200, 'Manuale', 17941),
(805, 'Audi', 'RW880ER', 'marrone', 1200, 'Manuale', 26962),
(806, 'Mercedes', 'SB354EL', 'grigio', 2200, 'Automatico', 37234),
(807, 'Audi', 'HH827TR', 'arancione', 1800, 'Manuale', 7872),
(808, 'Audi', 'KF400XA', 'rosso', 2400, 'Manuale', 4204),
(809, 'BMW', 'KG546SQ', 'grigio', 2400, 'Automatico', 28798),
(810, 'BMW', 'XF991HN', 'verde', 1400, 'Automatico', 18716),
(811, 'Mercedes', 'UE643TQ', 'verde', 1800, 'Automatico', 8167),
(812, 'Audi', 'YH651SP', 'arancione', 2200, 'Automatico', 25225),
(813, 'Toyota', 'VK700EG', 'rosa', 2600, 'Automatico', 15504),
(814, 'BMW', 'FR271LU', 'viola', 1200, 'Automatico', 31660),
(815, 'Toyota', 'WT344EZ', 'verde', 2400, 'Automatico', 34226),
(816, 'Mercedes', 'OS583VS', 'rosa', 2200, 'Automatico', 4111),
(817, 'Toyota', 'ID269ML', 'blu', 2200, 'Automatico', 9667),
(818, 'Toyota', 'JQ585CM', 'giallo', 1600, 'Manuale', 24628),
(819, 'Toyota', 'RN175NP', 'rosso', 1800, 'Automatico', 15064),
(820, 'Mercedes', 'MO482OJ', 'arancione', 1600, 'Automatico', 26947),
(821, 'Mercedes', 'GA785WM', 'nero', 1800, 'Manuale', 37490),
(822, 'Mercedes', 'CI793WX', 'grigio', 2600, 'Manuale', 38564),
(823, 'Toyota', 'TL360PS', 'rosa', 1200, 'Manuale', 31533),
(824, 'Toyota', 'KV506PM', 'blu', 1400, 'Manuale', 10268),
(825, 'BMW', 'UN947HT', 'rosa', 1200, 'Manuale', 16656),
(826, 'Audi', 'SB228XJ', 'giallo', 2400, 'Manuale', 21799),
(827, 'Toyota', 'OH529MH', 'giallo', 2400, 'Manuale', 7902),
(828, 'Audi', 'FY768JA', 'rosa', 2400, 'Manuale', 26876),
(829, 'Toyota', 'CR318IQ', 'viola', 1600, 'Manuale', 33215),
(830, 'BMW', 'ZL800WU', 'viola', 2000, 'Manuale', 3300),
(831, 'Audi', 'TT757ZW', 'rosa', 2600, 'Manuale', 25883),
(832, 'Audi', 'QR163SI', 'rosso', 2000, 'Automatico', 27994),
(833, 'Mercedes', 'SZ131IG', 'arancione', 1800, 'Automatico', 27845),
(834, 'Mercedes', 'CG462QW', 'blu', 1600, 'Automatico', 36451),
(835, 'Mercedes', 'HA240HQ', 'arancione', 2200, 'Manuale', 33367),
(836, 'BMW', 'FO238RE', 'verde', 1800, 'Manuale', 11752),
(837, 'Mercedes', 'WK253AK', 'grigio', 1800, 'Automatico', 27480),
(838, 'BMW', 'JE444NM', 'blu', 1800, 'Automatico', 28827),
(839, 'Toyota', 'QQ442NZ', 'grigio', 1600, 'Manuale', 2220),
(840, 'BMW', 'UX562GI', 'marrone', 2600, 'Manuale', 32449),
(841, 'BMW', 'YF164XY', 'marrone', 2400, 'Manuale', 24229),
(842, 'Mercedes', 'HN549EK', 'nero', 1400, 'Automatico', 13670),
(843, 'BMW', 'DG597AF', 'blu', 2000, 'Automatico', 10226),
(844, 'Mercedes', 'TH307BB', 'viola', 2200, 'Automatico', 28545),
(845, 'Mercedes', 'ZN647BZ', 'nero', 2600, 'Automatico', 16852),
(846, 'Toyota', 'ZL917NG', 'rosa', 2200, 'Automatico', 34678),
(847, 'Audi', 'OP467GO', 'giallo', 2600, 'Automatico', 20985),
(848, 'BMW', 'SH179YF', 'blu', 1200, 'Automatico', 31710),
(849, 'Toyota', 'CM358ZU', 'giallo', 2600, 'Automatico', 17765),
(850, 'Mercedes', 'FT219RA', 'blu', 2400, 'Automatico', 34557),
(851, 'BMW', 'BD764JY', 'giallo', 2000, 'Automatico', 21230),
(852, 'Mercedes', 'GS341GX', 'giallo', 1200, 'Automatico', 5061),
(853, 'BMW', 'FN418HB', 'grigio', 2400, 'Automatico', 32911),
(854, 'BMW', 'PN518ZP', 'grigio', 1600, 'Automatico', 16639),
(855, 'Mercedes', 'OZ551KR', 'nero', 1600, 'Manuale', 19258),
(856, 'BMW', 'AL832KA', 'marrone', 1600, 'Automatico', 4550),
(857, 'BMW', 'XJ454BN', 'verde', 2400, 'Manuale', 12136),
(858, 'Audi', 'LF627PJ', 'nero', 1800, 'Manuale', 37935),
(859, 'Toyota', 'TK553CT', 'grigio', 2000, 'Automatico', 35529),
(860, 'BMW', 'DI761OL', 'grigio', 1600, 'Manuale', 30821),
(861, 'Mercedes', 'GL370EU', 'giallo', 2200, 'Manuale', 27054),
(862, 'Mercedes', 'YM636AS', 'verde', 1600, 'Manuale', 3586),
(863, 'Toyota', 'QG854QG', 'blu', 2600, 'Manuale', 37203),
(864, 'Toyota', 'VJ290VC', 'giallo', 1400, 'Manuale', 6632),
(865, 'Toyota', 'NZ169RT', 'marrone', 2400, 'Manuale', 2528),
(866, 'Toyota', 'KP779TX', 'marrone', 2600, 'Automatico', 15795),
(867, 'Mercedes', 'KR990OF', 'arancione', 1600, 'Automatico', 15044),
(868, 'Toyota', 'JQ769HS', 'rosa', 1200, 'Automatico', 7799),
(869, 'Mercedes', 'GX768HK', 'rosa', 1600, 'Manuale', 8088),
(870, 'Audi', 'TG638DO', 'blu', 1200, 'Automatico', 29130),
(871, 'Toyota', 'WD980XP', 'arancione', 1800, 'Automatico', 15547),
(872, 'Mercedes', 'TC681HC', 'viola', 1600, 'Automatico', 22379),
(873, 'Audi', 'NR597LW', 'viola', 1600, 'Manuale', 3686),
(874, 'Mercedes', 'QB706FR', 'verde', 2200, 'Automatico', 26320),
(875, 'BMW', 'TA135VU', 'rosso', 2400, 'Manuale', 5423),
(876, 'Audi', 'WG263HR', 'rosso', 1200, 'Manuale', 4288),
(877, 'BMW', 'CK505PV', 'grigio', 2400, 'Manuale', 14023),
(878, 'Audi', 'XE155MW', 'rosso', 1800, 'Automatico', 39089),
(879, 'Toyota', 'TN929IB', 'nero', 2200, 'Automatico', 24586),
(880, 'Mercedes', 'MG624LC', 'grigio', 2000, 'Automatico', 26081),
(881, 'BMW', 'HR786UA', 'grigio', 2000, 'Manuale', 12812),
(882, 'Toyota', 'TA946JY', 'arancione', 1400, 'Manuale', 30802),
(883, 'Toyota', 'BX154NR', 'grigio', 1200, 'Automatico', 10062),
(884, 'Audi', 'JP418ZL', 'arancione', 1400, 'Automatico', 39656),
(885, 'Mercedes', 'YK978SZ', 'arancione', 2200, 'Automatico', 22162),
(886, 'BMW', 'HX201PY', 'giallo', 2400, 'Automatico', 4028),
(887, 'Toyota', 'VD877CC', 'giallo', 1400, 'Automatico', 36094),
(888, 'BMW', 'JQ631JI', 'rosa', 1400, 'Manuale', 22062),
(889, 'BMW', 'YR112ER', 'marrone', 2400, 'Manuale', 37019),
(890, 'Toyota', 'AL822OR', 'verde', 1800, 'Manuale', 17162),
(891, 'BMW', 'BL152IF', 'verde', 1800, 'Manuale', 28751),
(892, 'Audi', 'QF335YG', 'viola', 1200, 'Automatico', 29854),
(893, 'Toyota', 'KH425TX', 'blu', 2400, 'Automatico', 36199),
(894, 'Toyota', 'LM601FR', 'giallo', 1800, 'Automatico', 23501),
(895, 'BMW', 'PL479RD', 'nero', 2400, 'Manuale', 7721),
(896, 'BMW', 'UU184EF', 'giallo', 1200, 'Manuale', 28445),
(897, 'Audi', 'JP782FK', 'nero', 1800, 'Automatico', 16233),
(898, 'Toyota', 'YX459HU', 'blu', 1400, 'Manuale', 8866),
(899, 'Toyota', 'GQ688DC', 'rosso', 2000, 'Manuale', 37541),
(900, 'Toyota', 'CY265MY', 'giallo', 1800, 'Manuale', 28505),
(901, 'Toyota', 'SX553CR', 'viola', 2400, 'Automatico', 27974),
(902, 'BMW', 'FN685VR', 'arancione', 1800, 'Automatico', 29935),
(903, 'Toyota', 'IF223BP', 'nero', 2000, 'Manuale', 24272),
(904, 'BMW', 'EU402AY', 'nero', 2200, 'Manuale', 7687),
(905, 'BMW', 'VQ957VR', 'verde', 1400, 'Manuale', 11075),
(906, 'Toyota', 'KC618ZI', 'arancione', 2000, 'Manuale', 8825),
(907, 'BMW', 'DM334KU', 'viola', 2600, 'Automatico', 31021),
(908, 'Audi', 'XV528OU', 'rosso', 1400, 'Automatico', 2256),
(909, 'Toyota', 'YO663DB', 'verde', 1400, 'Manuale', 39854),
(910, 'Toyota', 'HZ404CQ', 'rosso', 2000, 'Manuale', 31779),
(911, 'Mercedes', 'BO557YC', 'arancione', 1400, 'Manuale', 9893),
(912, 'BMW', 'JH278BX', 'rosa', 1200, 'Manuale', 9500),
(913, 'BMW', 'AP660LV', 'rosso', 1600, 'Manuale', 38354),
(914, 'BMW', 'ND457BC', 'blu', 2000, 'Automatico', 4205),
(915, 'Audi', 'GN722HO', 'verde', 1600, 'Automatico', 9907),
(916, 'Audi', 'YW350CX', 'rosso', 1800, 'Manuale', 15033),
(917, 'BMW', 'CY853EQ', 'marrone', 1200, 'Manuale', 6938),
(918, 'Toyota', 'LD158IJ', 'marrone', 2200, 'Automatico', 25075),
(919, 'Mercedes', 'KV821NA', 'blu', 2600, 'Manuale', 34143),
(920, 'Mercedes', 'RE620OI', 'grigio', 1800, 'Manuale', 5500),
(921, 'Mercedes', 'IY929NZ', 'blu', 2200, 'Manuale', 28590),
(922, 'Toyota', 'XQ497QN', 'blu', 1200, 'Manuale', 12682),
(923, 'Audi', 'UC144CV', 'rosa', 2600, 'Manuale', 34410),
(924, 'Audi', 'FN437NQ', 'arancione', 1600, 'Automatico', 11063),
(925, 'BMW', 'ZF637KE', 'nero', 2600, 'Manuale', 11046),
(926, 'Audi', 'WW137PC', 'rosso', 1400, 'Automatico', 10004),
(927, 'BMW', 'AH590CK', 'rosa', 2000, 'Automatico', 30793),
(928, 'BMW', 'FX491ST', 'rosso', 2000, 'Manuale', 27616),
(929, 'BMW', 'YY427BY', 'rosso', 2200, 'Automatico', 3278),
(930, 'Toyota', 'DP535EV', 'arancione', 2000, 'Manuale', 10722),
(931, 'BMW', 'FI519FD', 'marrone', 1800, 'Manuale', 16630),
(932, 'Audi', 'PC910YJ', 'rosa', 2000, 'Manuale', 38378),
(933, 'Toyota', 'EF109TH', 'arancione', 1600, 'Automatico', 31003),
(934, 'Mercedes', 'EL795TA', 'giallo', 2400, 'Manuale', 3421),
(935, 'Audi', 'ML862ZV', 'marrone', 1600, 'Manuale', 3887),
(936, 'Toyota', 'PK477RQ', 'viola', 1800, 'Manuale', 13153),
(937, 'Mercedes', 'OO953PT', 'rosso', 1200, 'Manuale', 5144),
(938, 'Audi', 'IL675RH', 'nero', 1600, 'Manuale', 29841),
(939, 'Toyota', 'SM697PW', 'viola', 1600, 'Automatico', 33237),
(940, 'Mercedes', 'ND640BO', 'verde', 2200, 'Manuale', 14534),
(941, 'BMW', 'LG591SP', 'grigio', 2200, 'Automatico', 13401),
(942, 'Audi', 'VL444PP', 'blu', 2000, 'Manuale', 25878),
(943, 'Toyota', 'ZL754ZS', 'giallo', 2000, 'Manuale', 29282),
(944, 'Audi', 'VU974EH', 'viola', 2000, 'Manuale', 34840),
(945, 'Mercedes', 'JB694JX', 'marrone', 1200, 'Automatico', 23104),
(946, 'Toyota', 'CJ344HU', 'rosso', 2400, 'Automatico', 37201),
(947, 'Toyota', 'OI943VX', 'blu', 1400, 'Manuale', 25469),
(948, 'Toyota', 'BQ146WL', 'arancione', 2200, 'Manuale', 3766),
(949, 'BMW', 'XG864TA', 'verde', 1400, 'Automatico', 6283),
(950, 'Toyota', 'ZG641WY', 'marrone', 2200, 'Automatico', 20057),
(951, 'Toyota', 'WH818NC', 'nero', 2200, 'Manuale', 37586),
(952, 'BMW', 'SV868JY', 'blu', 1200, 'Manuale', 28324),
(953, 'Audi', 'SV147TO', 'viola', 1200, 'Automatico', 5216),
(954, 'BMW', 'VQ309PI', 'viola', 1400, 'Manuale', 25081),
(955, 'BMW', 'BE736LB', 'giallo', 1800, 'Manuale', 17780),
(956, 'Toyota', 'IL502GE', 'nero', 1800, 'Automatico', 23953),
(957, 'Toyota', 'GW329SY', 'rosa', 2400, 'Automatico', 26696),
(958, 'BMW', 'KW934MV', 'verde', 2400, 'Automatico', 31740),
(959, 'Mercedes', 'MN647PL', 'rosso', 1800, 'Automatico', 20788),
(960, 'BMW', 'RK756MM', 'giallo', 1800, 'Manuale', 11669),
(961, 'Mercedes', 'CR877KR', 'grigio', 1200, 'Manuale', 20477),
(962, 'BMW', 'UR703UD', 'arancione', 1600, 'Manuale', 14314),
(963, 'BMW', 'YP406OX', 'arancione', 2000, 'Automatico', 25129),
(964, 'Mercedes', 'AH601ZT', 'nero', 1400, 'Automatico', 25430),
(965, 'Mercedes', 'MR837OZ', 'arancione', 2400, 'Automatico', 15949),
(966, 'Audi', 'AF478FB', 'viola', 2600, 'Manuale', 11324),
(967, 'BMW', 'ID471JZ', 'viola', 1400, 'Automatico', 6486),
(968, 'Toyota', 'JK902JE', 'verde', 1600, 'Manuale', 2554),
(969, 'Audi', 'DD359RA', 'rosa', 2400, 'Automatico', 28880),
(970, 'Toyota', 'OG318IQ', 'arancione', 1600, 'Manuale', 23472),
(971, 'Mercedes', 'UK242VC', 'viola', 2400, 'Manuale', 15072),
(972, 'Mercedes', 'QT872HB', 'arancione', 1200, 'Manuale', 24338),
(973, 'Audi', 'OX161CL', 'grigio', 1600, 'Manuale', 7234),
(974, 'BMW', 'PZ434TU', 'marrone', 2600, 'Manuale', 35179),
(975, 'BMW', 'UK938LM', 'blu', 1400, 'Automatico', 5572),
(976, 'Toyota', 'KI132WS', 'giallo', 2400, 'Manuale', 30622),
(977, 'Mercedes', 'IA336NR', 'rosso', 2400, 'Manuale', 22645),
(978, 'Mercedes', 'AX929JZ', 'marrone', 1800, 'Automatico', 25584),
(979, 'Mercedes', 'PB226EC', 'giallo', 2400, 'Automatico', 10319),
(980, 'Audi', 'DS916YH', 'viola', 1200, 'Automatico', 11181),
(981, 'Toyota', 'UM148RH', 'rosso', 2600, 'Automatico', 8308),
(982, 'Toyota', 'ZV246YS', 'nero', 1400, 'Manuale', 30396),
(983, 'Toyota', 'HA575TZ', 'blu', 1600, 'Automatico', 39464),
(984, 'BMW', 'RS361BQ', 'grigio', 2400, 'Automatico', 29458),
(985, 'BMW', 'IL643MY', 'rosso', 2400, 'Automatico', 36043),
(986, 'Toyota', 'ZI534IP', 'blu', 1600, 'Automatico', 15116),
(987, 'Mercedes', 'BV826MC', 'blu', 2200, 'Automatico', 25612),
(988, 'Audi', 'QE896RI', 'blu', 1600, 'Manuale', 38591),
(989, 'Audi', 'OU680RX', 'grigio', 2400, 'Automatico', 7818),
(990, 'Mercedes', 'ER507ZZ', 'rosso', 2400, 'Automatico', 10479),
(991, 'Toyota', 'YJ537FF', 'nero', 2600, 'Automatico', 15910),
(992, 'Mercedes', 'IU575FF', 'rosso', 1400, 'Automatico', 15620),
(993, 'Toyota', 'AD559QX', 'grigio', 2600, 'Automatico', 31836),
(994, 'BMW', 'CP521YV', 'grigio', 1400, 'Automatico', 20565),
(995, 'BMW', 'AZ723CG', 'giallo', 1600, 'Automatico', 17808),
(996, 'Audi', 'IA343FN', 'marrone', 2000, 'Automatico', 24370),
(997, 'Toyota', 'BY153CH', 'arancione', 1600, 'Automatico', 29734),
(998, 'Audi', 'ST468VG', 'marrone', 2000, 'Manuale', 9620),
(999, 'BMW', 'SY458JS', 'nero', 2200, 'Manuale', 27684),
(1000, 'Audi', 'EZ109YC', 'rosso', 1400, 'Manuale', 35800),
